assetId,authorId,name,category,publishDate,amount,price,description
408,8,Lutra canadensis,Photograph,2023-03-14,1.0082,3439.9784,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
409,5,Phascogale calura,Painting,2023-10-27,2.9993,10233.6116,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
410,9,Potorous tridactylus,Photograph,2023-10-06,5.1784,17668.7008,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
411,3,Limosa haemastica,Digital,2023-09-28,0.7981,2723.1172,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
412,1,Phoeniconaias minor,Painting,2023-08-07,5.3707,18324.8284,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla."
413,4,Cebus albifrons,Digital,2023-08-31,6.7589,23061.3668,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
414,6,Ara ararauna,Photograph,2023-06-30,5.8626,20003.1912,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
415,10,Ovibos moschatus,Photograph,2023-10-13,2.9308,9999.8896,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
416,6,Leptoptilos crumeniferus,Photograph,2023-07-15,3.0597,10439.6964,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
417,5,Paradoxurus hermaphroditus,Photograph,2023-08-31,3.2382,11048.7384,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
418,3,Propithecus verreauxi,Photograph,2024-02-29,3.6802,12556.8424,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
419,1,Lama pacos,Painting,2024-02-08,8.3747,28574.4764,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
420,2,Phalaropus lobatus,Digital,2023-07-17,0.2927,998.6924,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
421,3,Myiarchus tuberculifer,Painting,2023-09-23,2.0534,7006.2008,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
422,1,Hippotragus niger,Photograph,2023-10-18,4.0925,13963.61,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
423,10,Anas punctata,Digital,2024-01-23,8.5685,29235.722,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
424,4,Trichoglossus chlorolepidotus,Photograph,2023-06-30,1.7632,6016.0384,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
425,2,Anthropoides paradisea,Photograph,2023-09-08,3.3777,11524.7124,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
426,7,Mirounga angustirostris,Digital,2023-04-23,8.4435,28809.222,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
427,6,Nesomimus trifasciatus,Digital,2023-11-18,0.6502,2218.4824,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
428,8,Panthera leo persica,Painting,2023-12-06,2.4324,8299.3488,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
429,9,Hystrix indica,Digital,2023-09-15,1.2979,4428.4348,Quisque ut erat. Curabitur gravida nisi at nibh.
430,5,Manouria emys,Digital,2023-03-08,9.7176,33156.4512,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
431,4,Macropus eugenii,Painting,2023-07-23,4.3165,14727.898,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
432,9,Dasyprocta leporina,Digital,2023-03-24,7.3608,25115.0496,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
433,7,Cyrtodactylus louisiadensis,Painting,2023-07-26,4.9026,16727.6712,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
434,8,Junonia genoveua,Painting,2023-08-06,3.9304,13410.5248,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
435,1,Spheniscus magellanicus,Painting,2023-05-24,2.9214,9967.8168,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
436,1,Corallus hortulanus cooki,Painting,2023-04-14,9.5284,32510.9008,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
437,7,Junonia genoveua,Photograph,2024-01-12,9.3617,31942.1204,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
438,4,Bison bison,Digital,2023-10-17,5.1317,17509.3604,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
439,8,Dasypus novemcinctus,Digital,2023-04-05,6.2846,21443.0552,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.
440,5,Genetta genetta,Painting,2023-07-16,2.7124,9254.7088,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
441,9,Axis axis,Digital,2023-10-28,2.1214,7238.2168,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
442,3,Lemur fulvus,Painting,2023-11-30,9.0463,30865.9756,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
443,6,Tayassu tajacu,Painting,2023-09-16,9.3867,32027.4204,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
444,10,Crocodylus niloticus,Photograph,2023-08-28,3.2056,10937.5072,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
445,2,Sterna paradisaea,Painting,2023-08-07,0.1631,556.4972,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
446,5,Aquila chrysaetos,Digital,2023-12-05,2.5784,8797.5008,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
447,10,Plegadis falcinellus,Photograph,2024-01-21,3.6913,12594.7156,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
448,2,Falco peregrinus,Painting,2023-06-27,0.7977,2721.7524,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
449,4,Canis lupus baileyi,Painting,2023-03-15,8.2229,28056.5348,Suspendisse accumsan tortor quis turpis. Sed ante.
450,3,Arctogalidia trivirgata,Painting,2023-04-25,4.6076,15721.1312,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
451,7,Canis mesomelas,Painting,2023-09-08,5.7157,19501.9684,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
452,4,Hyaena hyaena,Photograph,2023-09-16,9.7709,33338.3108,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
453,8,Ninox superciliaris,Painting,2024-02-12,3.3515,11435.318,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
454,3,Agkistrodon piscivorus,Painting,2024-01-18,1.2252,4180.3824,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
455,2,Milvus migrans,Digital,2024-01-01,4.8032,16388.5184,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
456,10,Nyctanassa violacea,Photograph,2023-06-18,3.9129,13350.8148,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
457,6,Ateles paniscus,Digital,2023-05-22,4.4874,15311.0088,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
458,1,Pituophis melanaleucus,Painting,2023-03-20,3.8099,12999.3788,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
459,5,Felis concolor,Photograph,2023-12-25,1.2966,4423.9992,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
460,9,Libellula quadrimaculata,Digital,2024-01-08,2.2861,7800.1732,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
461,6,Paraxerus cepapi,Photograph,2023-08-05,1.1275,3847.03,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
462,2,Kobus leche robertsi,Photograph,2023-06-05,2.2917,7819.2804,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
463,7,Seiurus aurocapillus,Digital,2023-05-28,9.0862,31002.1144,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
464,1,Marmota flaviventris,Photograph,2024-02-22,7.8954,26939.1048,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
465,5,Otaria flavescens,Digital,2023-07-14,3.1694,10813.9928,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
466,9,Ninox superciliaris,Photograph,2023-12-10,0.4629,1579.4148,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
467,1,Martes americana,Painting,2023-10-25,6.0724,20719.0288,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
468,7,Didelphis virginiana,Painting,2023-08-15,8.9389,30499.5268,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
469,4,Castor fiber,Photograph,2023-08-28,5.7612,19657.2144,Proin risus. Praesent lectus.
470,6,Hystrix cristata,Photograph,2023-05-19,4.0972,13979.6464,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
471,5,Tachyglossus aculeatus,Photograph,2023-03-27,6.8102,23236.4024,Donec semper sapien a libero. Nam dui.
472,2,Helogale undulata,Photograph,2023-12-20,4.6672,15924.4864,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
473,3,Choriotis kori,Digital,2023-09-26,0.9453,3225.3636,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
474,8,Pavo cristatus,Photograph,2023-05-29,3.5309,12047.4308,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
475,10,Naja haje,Digital,2023-07-25,1.0845,3700.314,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
476,5,Cebus albifrons,Digital,2023-12-22,6.9841,23829.7492,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
477,1,Anitibyx armatus,Digital,2023-04-22,4.1696,14226.6752,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
478,7,Macropus fuliginosus,Digital,2024-01-09,2.7542,9397.3304,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
479,6,Ephippiorhynchus mycteria,Photograph,2023-03-24,6.5817,22456.7604,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
480,4,Lepilemur rufescens,Painting,2023-11-07,7.0115,23923.238,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
481,2,Spizaetus coronatus,Photograph,2023-05-27,8.9354,30487.5848,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
482,8,Cynictis penicillata,Photograph,2023-09-23,9.6285,32852.442,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
483,9,Mirounga angustirostris,Digital,2023-10-05,6.0208,20542.9696,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
484,10,Sciurus vulgaris,Painting,2023-08-05,0.4389,1497.5268,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
485,3,Canis aureus,Painting,2023-12-22,5.4882,18725.7384,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
486,5,Cacatua tenuirostris,Painting,2023-11-23,7.9745,27208.994,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
487,1,Zosterops pallidus,Digital,2023-03-15,8.9699,30605.2988,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
488,8,Sagittarius serpentarius,Digital,2023-10-30,1.9694,6719.5928,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
489,3,Potamochoerus porcus,Digital,2024-01-06,2.9063,9916.2956,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
490,10,Sarcorhamphus papa,Photograph,2023-07-19,9.8338,33552.9256,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
491,6,Felis silvestris lybica,Photograph,2023-03-21,4.8832,16661.4784,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
492,9,Colobus guerza,Painting,2024-03-01,1.0121,3453.2852,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
493,2,Bubo virginianus,Digital,2023-03-05,5.4317,18532.9604,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
494,7,Bassariscus astutus,Painting,2023-11-26,2.9398,10030.5976,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
495,4,Tamandua tetradactyla,Painting,2023-04-03,1.4452,4931.0224,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
496,3,Cordylus giganteus,Painting,2023-05-09,6.5306,22282.4072,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
497,1,Pseudalopex gymnocercus,Painting,2023-08-04,8.9527,30546.6124,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
498,6,Capreolus capreolus,Photograph,2023-05-04,5.1544,17586.8128,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
499,2,Manouria emys,Digital,2023-10-24,9.3729,31980.3348,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
500,9,Haliaetus leucogaster,Photograph,2023-05-25,6.1135,20859.262,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
